OBJECTID,LANDUSECODE,LANDUSEDESC,BASEELEV,HEIGHT,Revision,Priordraft,Area,Perimeter,ACREAGE,GlobalID,LASTUPDATE,LASTEDITOR,SHAPE_Length,SHAPE_Area
2360,EDGE,,,, , ,0,1560.69058647,2.81,{A15D2091-A922-4933-A8B9-540FE138FA90},2020/02/07 21:12:12+00,Payne.Ringling,1560.69028864759,122462.204791291
2361,EDGE,,,, , ,0,1556.203098,2.83,{A01F5D44-DB3C-4116-9066-3DB99EC32531},2020/02/07 21:12:12+00,Payne.Ringling,1556.20295556741,123148.645891365
2362,MF-MED,,,, , ,0,7671.20018599,51.32,{CC0E4196-7368-4663-BF49-46B4F14BA2CE},2020/02/07 21:12:12+00,Payne.Ringling,7671.1995063226,2235546.80749615
2363,EDGE,,,, , ,0,1564.82644956,2.81,{742A5D06-17D1-4A43-B3D7-6DF41D70C198},2020/02/07 21:12:12+00,Payne.Ringling,1564.82620744478,122479.035565084
2364,SF-LOW,,,, , ,0,3726.46971928,4.37,{CA058231-A97C-498B-A382-B920C6B1AD84},2020/02/07 21:12:12+00,Payne.Ringling,3726.46936483162,190443.541957717
2365,MF-MED,,,, , ,0,1251.42238518,1.44,{800C59F2-5596-4D8B-A132-EBAB148642FC},2020/02/07 21:12:12+00,Payne.Ringling,1251.42209646824,62852.3799831972
2366,MF-MED,,,, , ,0,1274.02675033,1.57,{A6F8CFFC-EE18-4C53-8E5C-58CC02B1E717},2020/02/07 21:12:12+00,Payne.Ringling,1274.02682652723,68502.8194099168
2367,MF-MED,,,, , ,0,1273.90260168,1.57,{C8335933-87FB-4CD7-BC70-FC97372B063A},2020/02/07 21:12:12+00,Payne.Ringling,1273.90267862606,68489.3201925815
2368,MF-MED,,,, , ,0,1264.02695224,1.52,{123BFA51-0101-4FFF-A74A-312A36EC7B84},2020/02/07 21:12:12+00,Payne.Ringling,1264.02704860795,66002.832691109
2369,SF-LOW,,,, , ,0,1604.31701362,1.9,{EC89AC33-F382-4780-81A0-CD70579BADDB},2020/02/07 21:12:12+00,Payne.Ringling,1604.3173764045,82569.6064868753
2370,SF-LOW,,,, , ,0,2818.87416103,3.2,{77A91A14-3811-4F8E-BC67-CB1A4EA7FE00},2020/02/07 21:12:12+00,Payne.Ringling,2818.87413471756,139544.662878527
2371,SF-LOW,,,, , ,0,2600.3465758,5.46,{40AE3F18-1829-4607-A579-1FB1655A03F0},2020/02/07 21:12:12+00,Payne.Ringling,2600.34605050085,237636.409508593
2372,SF-LOW,,,, , ,0,545.56301665,0.37,{18FD5627-27A3-4F61-B870-4C3C17F323DA},2020/02/07 21:12:12+00,Payne.Ringling,545.563073823622,15961.4224566924
2373,OPEN,,,, , ,0,2208.59720833,4.59,{10740340-A197-4021-A5E7-799D4731E8AF},2020/02/07 21:12:12+00,Payne.Ringling,2208.59676409315,199839.346518447
2374,SF-LOW,,,, , ,0,1121.46596493,1.14,{D25485D5-6C56-4F5F-B4BF-D75D7CC82AE2},2020/02/07 21:12:12+00,Payne.Ringling,1121.466415511,49557.7684291017
2375,SF-LOW,,,, , ,0,439.65257711,0.28,{AB97F2AC-24CC-4325-81DE-2D8795803929},2020/02/07 21:12:12+00,Payne.Ringling,439.65252347337,11994.737576197
2376,PIC,,,, , ,0,2542.44952788,7.39,{CA1D8B0E-8EC3-4BA7-9BA1-28583EEDE1C9},2020/02/07 21:12:12+00,Payne.Ringling,2542.44966867515,321701.479302268
2377,OPEN,,,, , ,0,1869.84299567,4.19,{C66B0CDC-AE03-445B-B63A-7F1754347FAB},2020/02/07 21:12:12+00,Payne.Ringling,1869.84335649707,182542.274016433
2378,SF-LOW,,,, , ,0,1183.79376549,1.69,{790FEE8A-285E-4DD7-837F-DB584DC4F2A1},2020/02/07 21:12:12+00,Payne.Ringling,1183.79387487676,73745.170140141
2379,SF-LOW,,,, , ,0,2542.87861942,5.31,{81454560-B591-44EA-8430-EDDBA09C1EAA},2020/02/07 21:12:12+00,Payne.Ringling,2542.8789680037,231295.985349549
2380,OPEN,,,, , ,0,3207.59149959,8.33,{AA9A2A5D-ADD5-4FB2-81A4-9DFE2EAEB52A},2020/02/07 21:12:12+00,Payne.Ringling,3207.59145726688,362658.391388164
2381,SF-LOW,,,, , ,0,7368.3170131,9.63,{32EE632A-524B-4647-A428-4A378C875AA6},2020/02/07 21:12:12+00,Payne.Ringling,7368.31730084858,419573.797012275
2382,SF-LOW,,,, , ,0,1338.69566534,2.27,{78080C4F-11E7-4A4C-80BE-1BF37B6C0BFD},2020/02/07 21:12:12+00,Payne.Ringling,1338.69627098589,98864.7829666306
2383,SF-LOW,,,, , ,0,1103.15758437,1.76,{51C47BF1-CE12-4E32-B415-F3A031E57ACA},2020/02/07 21:12:12+00,Payne.Ringling,1103.15767285643,76689.8885777631
2384,SF-LOW,,,, , ,0,2062.02663457,4.05,{3A6A831C-14E1-48AE-955C-578F1531CDBE},2020/02/07 21:12:12+00,Payne.Ringling,2062.02700336426,176597.58369515
2385,SF-LOW,,,, , ,0,1874.9731234,2.08,{8A01D98B-A6B1-4111-AD6E-BE4BDB1A13D0},2020/02/07 21:12:12+00,Payne.Ringling,1874.97358099174,90566.8746080345
2386,SF-LOW,,,, , ,0,1995.78009585,3.99,{BD33F47D-BF56-4C5B-878A-A631CB234F77},2020/02/07 21:12:12+00,Payne.Ringling,1995.77988797117,173862.101810424
2387,CC,,,, , ,0,1555.30681685,7.67,{A014A3E9-8631-4BCE-87BB-066EB36BC155},2020/02/07 21:12:12+00,Payne.Ringling,2530.80659631305,333983.204514938
2388,COI,,,, , ,0,1255.00970601,1.69,{C1E1D405-9004-4641-87A6-E11F3C84001F},2020/02/07 21:12:12+00,Payne.Ringling,1270.98612614631,73655.4004077903
2389,FLUM,,,, , ,0,1503.31547471,1.8,{C7D4F0F1-D2AA-4B15-AD09-04F43478F00B},2021/11/19 13:36:47+00,DavidL.Smith,1543.30064084751,131528.956136741
2391,OPEN,,,, , ,0,2199.67712149,6.78,{F2C875D6-1756-48BA-9206-1E4C27E287DF},2020/02/07 21:12:12+00,Payne.Ringling,2199.67701639944,295161.830370568
2392,COI,,,, , ,0,1539.90924731,1.99,{5F645B8D-4D72-4323-818C-678059B3486D},2020/02/07 21:12:12+00,Payne.Ringling,1539.90944937455,86581.9322096212
2393,COI,,,, , ,0,1530.03231003,1.92,{F65A52E3-3C51-4D09-A14E-394A08AC57F9},2020/02/07 21:12:12+00,Payne.Ringling,1530.03253179294,83547.9050327413
2394,SF-LOW,,,, , ,0,1159.41919109,1.79,{E6823C1F-9DE3-4935-892D-53FAD031730A},2020/02/07 21:12:12+00,Payne.Ringling,1159.41931900708,77756.1179707639
2395,SF-LOW,,,, , ,0,2762.64171314,6.19,{57A74AAD-6C0F-426A-938B-1DC3BDD72ACB},2020/02/07 21:12:12+00,Payne.Ringling,2762.64136086982,269557.504685725
2396,PIC,,,, , ,0,3441.56743021,8.84,{95F39061-50D4-48FB-A409-A6B40D44FD90},2020/02/07 21:12:12+00,Payne.Ringling,3441.56707833504,385201.897198863
2397,MF-MOD,,,, , ,0,4754.82109221,30.4,{46808572-5F4E-4293-BC7E-56ADE6D3D3FD},2020/02/07 21:12:12+00,Payne.Ringling,4754.82121249322,1324274.15027419
2398,SF-LOW,,,, , ,0,1639.49265653,2.97,{7849A486-58F2-41AC-9170-75A72B785171},2020/02/07 21:12:12+00,Payne.Ringling,1639.49241225201,129293.151353637
2399,SF-LOW,,,, , ,0,1373.02175462,2.36,{F3D95451-8373-4EDF-A8E5-0C8A56351F54},2020/02/07 21:12:12+00,Payne.Ringling,1373.02160747457,102642.213220305
2400,SF-LOW,,,, , ,0,1638.29516486,2.96,{14349181-13E8-45FF-9432-AF7EE452ED86},2020/02/07 21:12:12+00,Payne.Ringling,1638.29475932835,128931.797930943
2401,SF-LOW,,,, , ,0,1638.28487238,2.96,{BF316578-0723-45FA-8EA2-1C835064813E},2020/02/07 21:12:12+00,Payne.Ringling,1638.28455014955,128945.549137207
2402,SF-LOW,,,, , ,0,1641.58931235,2.97,{04E50194-6131-47C3-8DF7-7C91AA38730F},2020/02/07 21:12:12+00,Payne.Ringling,1641.58881727808,129293.581901393
2403,SF-LOW,,,, , ,0,1642.05842796,2.97,{9B8C9B64-DD38-4495-A939-5132D9039ED2},2020/02/07 21:12:12+00,Payne.Ringling,1642.0579641937,129486.253092146
2404,PIC,,,, , ,0,1761.8998262,3.61,{2CCD3D65-59F6-49DA-8C65-09BA148626B8},2020/02/07 21:12:12+00,Payne.Ringling,1761.89945780465,157105.568816967
2405,SF-LOW,,,, , ,0,1323.44526319,2.23,{E9A93B94-0AC2-4931-BBB3-4C050F89B4E7},2020/02/07 21:12:12+00,Payne.Ringling,1323.44490955388,97164.8830901032
2406,SF-LOW,,,, , ,0,440.77166808,0.28,{3BE129DF-E1B2-407B-8C3C-D97306DE7B4B},2020/02/07 21:12:12+00,Payne.Ringling,440.771681266114,12041.1075007722
2407,SF-LOW,,,, , ,0,1579.52614195,2.78,{514EA3EC-B10E-4474-9EA9-BA4FBD904F1D},2020/02/07 21:12:12+00,Payne.Ringling,1579.52578642958,120942.518857712
2408,PIC,,,, , ,0,1530.12847492,1.95,{5302B784-D2B2-4596-A105-B52EA20CCC35},2020/02/07 21:12:12+00,Payne.Ringling,1530.12883356145,85043.9008370821
2409,OPEN,,,, , ,0,8915.55790071,102.16,{DF6DFDA8-C894-4AC4-9960-D7B55DC346B0},2020/02/07 21:12:12+00,Payne.Ringling,8915.5581890788,4449914.97782802
2410,PIC,,,, , ,0,1260.12228279,1.53,{013244E2-0E63-4BD9-99E9-76D562455CA7},2020/02/07 21:12:12+00,Payne.Ringling,1260.12244584373,66794.1358044569
2411,PIC,,,, , ,0,1622.91907169,2.9,{DB40C580-68DA-4E32-9908-D3FDA985699E},2020/02/07 21:12:12+00,Payne.Ringling,1622.91959981583,126291.299440019
2412,PIC,,,, , ,0,1620.44474786,2.89,{97BE15AD-DE10-4003-9CAB-43310D4963B4},2020/02/07 21:12:12+00,Payne.Ringling,1620.44487266285,126028.78472642
2413,SF-LOW,,,, , ,0,2626.5997164,6.22,{E21E8A7A-CC2C-4900-A8C9-542E53C8267A},2020/02/07 21:12:12+00,Payne.Ringling,2626.59978093428,271141.931311964
2414,PIC,,,, , ,0,1416.69145048,1.6,{09743A10-EB07-4390-B543-DF5451A3B67F},2020/02/07 21:12:12+00,Payne.Ringling,1416.69166236598,69567.7044833448
2415,SF-LOW,,,, , ,0,778.08502103,0.61,{5746B35A-DDF1-42C8-A29E-43C8731C8194},2020/02/07 21:12:12+00,Payne.Ringling,778.084855753704,26692.0418116288
2416,SF-LOW,,,, , ,0,672.46143987,0.5,{1CE458FB-627F-42C7-876F-32B85C2877C6},2020/02/07 21:12:12+00,Payne.Ringling,672.462057104942,21994.5351214273
2417,SF-LOW,,,, , ,0,1320.97586724,2.22,{46D49EF5-BB96-4468-BE83-AE3ED7E31060},2020/02/07 21:12:12+00,Payne.Ringling,1320.97642020745,96909.7586395977
2418,PIC,,,, , ,0,1594.48176131,2.26,{5DDBEF13-5882-4D13-BD6D-A90D1D0D58A9},2020/02/07 21:12:12+00,Payne.Ringling,1594.48193122441,98501.5770864378
2419,PIC,,,, , ,0,1673.68943802,2.99,{0EB0C8A4-D46C-4E32-B991-B1A072A00941},2020/02/07 21:12:12+00,Payne.Ringling,1673.68919516498,130138.59088316
2420,SF-LOW,,,, , ,0,955.60419236,1.22,{E52B4812-A2D6-4CF6-96FD-F9936CF31964},2020/02/07 21:12:12+00,Payne.Ringling,955.604085485995,53346.4633477993
2421,SF-LOW,,,, , ,0,850.09747892,1.01,{7963DE13-5513-4D42-AD7A-4C84635BB36E},2020/02/07 21:12:12+00,Payne.Ringling,850.097256153552,43969.4395821262
2422,MR-5,,,, , ,0,1077.19711148,0.91,{3905F84B-7FA5-488E-9AE0-BAB7815D784D},2020/02/07 21:12:12+00,Payne.Ringling,1077.19749460979,39856.3517547623
2423,MR-5,,,, , ,0,333.3894363,0.16,{B5DE182B-0836-4514-872E-7560ACE7799D},2020/02/07 21:12:12+00,Payne.Ringling,333.389211842279,6931.65206343627
2424,MR-5,,,, , ,0,614.25038026,0.42,{8C387EF3-25A7-4C3D-8467-6677DEC808DA},2020/02/07 21:12:12+00,Payne.Ringling,614.250740006566,18478.1787949458
2425,EDGE,,,,Yes, ,0,1578.10618921,2.25,{8A152FE1-CD7E-4925-8097-577ECD28E8BF},2020/02/07 21:12:12+00,Payne.Ringling,1578.10587288118,97956.9365398602
2426,MR-5,,,, , ,0,7225.05507935,32.57,{33FB2FA9-1DFD-4A15-983F-7C584D74001E},2020/02/07 21:12:12+00,Payne.Ringling,7256.56638959683,1418651.93204562
2427,PIC,,,, , ,0,152.89263551,0,{4114DC59-031B-42B1-BCFA-259F9D3DF479},2020/02/07 21:12:12+00,Payne.Ringling,152.892986163689,63.8675594575825
2428,EDGE,,,,Yes, ,0,2661.88083017,2.98,{01D58472-7016-497D-8984-51ECD4F7F229},2020/02/07 21:12:12+00,Payne.Ringling,2661.88012943697,129677.002318825
2429,EDGE,,,,Yes, ,0,1699.50349185,2.6,{3DEFFF18-EDE0-4E50-A34B-024E29506D52},2020/02/07 21:12:12+00,Payne.Ringling,1699.50331160582,113123.151928926
2430,EDGE,,,,Yes, ,0,1464.53680471,1.45,{86354F49-1EC3-45F8-A21D-85C1C2B2FD6C},2020/02/07 21:12:12+00,Payne.Ringling,1464.53707476032,63151.057084762
2431,EDGE,,,,Yes, ,0,1467.89167065,1.48,{3BE60E82-9CDD-4DA5-9A46-DF6ADF1674C2},2020/02/07 21:12:12+00,Payne.Ringling,1467.89110956789,64550.0515103164
2432,UN,,,, , ,0,2520.87516608,9.06,{A6B055B1-8CC1-4B7C-9F07-27293F45DF67},2020/02/07 21:12:12+00,Payne.Ringling,2520.87479942054,394659.855880486
2433,EDGE,,,,Yes, ,0,786.97925165,0.75,{F2644E73-FF53-4E48-89F1-0AD10FCA8282},2020/02/07 21:12:12+00,Payne.Ringling,786.979784299685,32543.8468542708
2434,EDGE,,,,Yes, ,0,2082.14235208,4.96,{9E5C9644-9D0E-4D28-82E7-5B25C6B2E50A},2020/02/07 21:12:12+00,Payne.Ringling,2082.14218121216,216226.726620936
2435,EDGE,,,,Yes, ,0,666.00955369,0.59,{73C2617A-E86F-48AC-BBA3-91251B65190F},2020/02/07 21:12:12+00,Payne.Ringling,666.009205617256,25830.7097767517
2436,EDGE,,,,Yes, ,0,1176.944039,2.02,{ACAE1896-5727-4569-ACB3-CECF4A15DB02},2020/02/07 21:12:12+00,Payne.Ringling,1176.94406720242,87790.8175392368
2437,EDGE,,,,Yes, ,0,606.25660897,0.51,{70F86CB8-CBBA-467F-80F2-C435AC7A8EFC},2020/02/07 21:12:12+00,Payne.Ringling,606.256383044552,22116.7124885126
2438,EDGE,,,,Yes, ,0,1514.12546668,1.78,{FE788B19-97EB-43BF-BEEF-9512B9A0CDC9},2020/02/07 21:12:12+00,Payne.Ringling,1514.12515502391,77584.3910224211
2439,MF-MOD,,,, , ,0,2458.17602816,8.66,{A0871E21-1507-4583-8B2D-0E9954E827CD},2020/02/07 21:12:12+00,Payne.Ringling,2458.17546042864,377421.167975882
2440,MF-MED,,,, , ,0,5100.03800148,23.11,{71B0BC46-F878-456F-9AD7-0B7A64081DF8},2020/02/07 21:12:12+00,Payne.Ringling,5100.03830470505,1006675.79322069
2441,SF-LOW,,,, , ,0,1805.77496028,4.07,{98ED3960-7622-4472-AA7F-5DD54C97C7DE},2020/02/07 21:12:12+00,Payne.Ringling,1805.77430680937,177428.456100541
2442,CC,,,, , ,0,7256.16185237,53.49,{56BA242B-7DB3-4103-B754-844A95CE850C},2020/02/07 21:12:12+00,Payne.Ringling,7256.16206602481,2329944.76013359
2443,SF-LOW,,,, , ,0,1802.1187039,4.06,{8F0AB512-ABBC-40AF-B532-6E2535007DEC},2020/02/07 21:12:12+00,Payne.Ringling,1802.11806263702,176891.419995846
2444,EDGE,,,,Yes, ,0,2007.10198873,3.67,{87E90E6F-5551-465E-9862-36B2D3016A1F},2020/02/07 21:12:12+00,Payne.Ringling,1720.22497510657,161983.572170034
2445,SF-LOW,,,, , ,0,1799.64971508,4.05,{F6732E9C-75AD-4B2F-9B13-18F9EA401148},2020/02/07 21:12:12+00,Payne.Ringling,1799.64907389563,176532.440409285
2446,SF-LOW,,,, , ,0,1785.39943994,3.97,{BED7ADA7-4A42-4A82-85EB-B70366D4AF31},2020/02/07 21:12:12+00,Payne.Ringling,1785.39882368662,172862.136269766
2447,SF-LOW,,,, , ,0,3705.30827858,17.2,{3643B8F5-B212-452A-9450-5098E84AA518},2020/02/07 21:12:12+00,Payne.Ringling,3705.30789825464,749239.730020558
2448,SF-LOW,,,, , ,0,3002.9520066,3.72,{F5E8435F-CEF8-4A3C-8E30-B9479B66186C},2020/02/07 21:12:12+00,Payne.Ringling,3002.9526839934,161991.301178034
2449,MF-MOD,,,, , ,0,3006.5341156,12.62,{80DA55D7-5963-42E8-A440-DC63C80DB657},2020/02/07 21:12:12+00,Payne.Ringling,3006.53398108497,549817.666924647
2450,OPEN,,,, , ,0,3959.10149501,18.89,{D79E8861-DA92-489A-BEDA-7BCA989B84B9},2020/02/07 21:12:12+00,Payne.Ringling,3959.10124294634,823008.809702678
2451,EDGE,,,,Yes, ,0,2930.01306569,3.94,{D5FC9F82-C8AF-4A5C-805B-89ECC4A7FC78},2020/02/07 21:12:12+00,Payne.Ringling,2930.01252688566,171571.522304239
2452,OPEN,,,, , ,0,3830.78594304,15.19,{F14D857A-2DC0-448F-8180-E1A884EAE1C1},2020/02/07 21:12:12+00,Payne.Ringling,3830.78611655607,661566.983349866
2453,PIC,,,, , ,0,1188.03001153,0.03,{C2A9239C-FD55-4076-B03F-59FA12E78E72},2020/02/07 21:12:12+00,Payne.Ringling,1188.02986665552,1458.04155699645
2454,OPEN,,,, , ,0,1195.60801435,0.72,{7A08D0E2-BD66-4666-A82C-5E2947046EDD},2020/02/07 21:12:12+00,Payne.Ringling,1195.60800131266,31458.8359841047
2455,EDGE,,,,Yes, ,0,668.00196629,0.62,{15FDDD26-0656-495B-8310-42395FFFFE34},2020/02/07 21:12:12+00,Payne.Ringling,668.002362259931,26800.1649707544
2456,EDGE,,,,Yes, ,0,1200.00485428,1.15,{734362BD-AF1A-4797-AD47-448129E312D9},2020/02/07 21:12:12+00,Payne.Ringling,1200.00475768395,50000.4409457865
2457,EDGE,,,,Yes, ,0,1466.28675251,1.46,{D495FC49-6781-4825-8989-3A76598D3020},2020/02/07 21:12:12+00,Payne.Ringling,1466.28693148965,63592.9035914096
2458,EDGE,,,,YES-WORKSHOP, ,0,3385.39518225,10.74,{9E1D7B0E-4C03-43D6-B4D7-AC7A59A3365A},2020/02/07 21:12:12+00,Payne.Ringling,3375.48810019894,467795.627768555
2459,OPEN,,,, , ,0,2669.59555402,9.83,{4F491837-ED4D-4D53-83B8-6B3208D97A54},2020/02/07 21:12:12+00,Payne.Ringling,2669.59465163978,428223.689638425
2460,EDGE,,,,Yes, ,0,673.38859606,0.54,{F4FE8CA0-DFFD-4D62-95F5-EE909AB3D2E8},2020/02/07 21:12:12+00,Payne.Ringling,673.388236471122,23635.5437048083
2461,EDGE,,,,Yes, ,0,879.01298083,0.92,{F669DFEB-38E1-423B-AA42-D0829F7DCAA8},2020/02/07 21:12:12+00,Payne.Ringling,879.012536917544,40194.94908246
2462,EDGE,,,,Yes, ,0,1439.87628672,1.42,{C925B14E-2CE7-4238-A3FD-77FFFF49D1AF},2020/02/07 21:12:12+00,Payne.Ringling,1439.87570974237,61993.6519670445
2463,EDGE,,,,Yes, ,0,760.69805853,0.83,{16EC696C-95EA-42C8-A889-DA07CCA18D8F},2020/02/07 21:12:12+00,Payne.Ringling,760.698007313071,36078.6753032094
2464,EDGE,,,,Yes, ,0,1471.4399271,1.46,{24BB811F-1DA9-4B01-B4A1-3A67CA29B1E9},2020/02/07 21:12:12+00,Payne.Ringling,1471.43941190162,63501.8072387505
2465,EDGE,,,,Yes, ,0,1125.01974915,1.56,{EACEF182-8FEA-4861-95BA-B53DBF52893A},2020/02/07 21:12:12+00,Payne.Ringling,1125.01984039344,68156.7582985678
2466,UN,,,, , ,0,1200.00486284,1.15,{B7C1D33B-48BA-4AFE-A0AD-6F719FCE6A0D},2020/02/07 21:12:12+00,Payne.Ringling,1200.00507687575,50000.4245471769
2467,UN,,,, , ,0,1417.38026893,1.33,{58B14BAE-7AC2-47C0-815D-04A82C03F72B},2020/02/07 21:12:12+00,Payne.Ringling,1417.38071869844,58076.6066757847
2468,UN,,,, , ,0,733.97845516,0.61,{25153032-E564-4A18-9744-BD6C184B7869},2020/02/07 21:12:12+00,Payne.Ringling,733.97844095487,26697.8967504946
2469,UN,,,, , ,0,1471.72097071,1.46,{DD13C30A-D459-4206-A13A-265C7F0AB265},2020/02/07 21:12:12+00,Payne.Ringling,1471.7209964983,63432.2532557878
2470,OPEN,,,, , ,0,1197.75170527,2.05,{105B9192-7B96-46FC-9371-5C30DD55C92E},2020/02/07 21:12:12+00,Payne.Ringling,1197.75142163294,89328.6243985464
2471,EDGE,,,,Yes, ,0,877.87843081,0.99,{B3D6D4DF-CDFC-432F-A7B7-A0EAA2274026},2020/02/07 21:12:12+00,Payne.Ringling,877.877999126242,43339.693049177
2472,EDGE,,,,Yes, ,0,877.88864294,0.99,{95AE1B3E-8260-45B8-B3D9-EF64F89E848D},2020/02/07 21:12:12+00,Payne.Ringling,877.88789419763,43335.4177841879
2473,EDGE,,,,Yes, ,0,2367.04760454,5.34,{D8317B71-91F4-4CE2-B4DF-A3D3A8088569},2020/02/07 21:12:12+00,Payne.Ringling,2367.047136817,232633.434458135
2474,SF-LOW,,,, , ,0,8330.66197211,13.45,{9C22B989-C6DC-4BDA-BE78-513EA57A8DC9},2020/02/07 21:12:12+00,Payne.Ringling,8330.66189923519,585686.927021338
2475,EDGE,,,,Yes, ,0,668.00243688,0.62,{916DB453-393F-4F5B-A1AD-56E49D2B3286},2020/02/07 21:12:12+00,Payne.Ringling,668.002413419036,26821.9323636026
2476,UN,,,, , ,0,1400.00557772,2.3,{4DDACD50-7691-4827-8762-71D3509EB36A},2020/02/07 21:12:12+00,Payne.Ringling,1400.00541344145,99990.5455336642
2477,UN,,,, , ,0,1619.38088937,2.8,{7B6AE21C-3B88-4D1F-80D9-3DA514C5717B},2020/02/07 21:12:12+00,Payne.Ringling,1619.38104881138,121937.660726643
2478,UN,,,, , ,0,1023.96685962,1.46,{68643854-B813-47DA-8889-FD4746F9DC38},2020/02/07 21:12:12+00,Payne.Ringling,1023.966560506,63591.045805816
2479,EDGE,,,,Yes, ,0,888.32740674,1.11,{2A1DF3A8-2DF1-4F42-B7FC-54B2BF128665},2020/02/07 21:12:12+00,Payne.Ringling,888.327242772578,48183.4416995462
2480,UN,,,, , ,0,1711.06381169,3.36,{891CF30F-932F-4455-B00C-7FCA1873A96C},2020/02/07 21:12:12+00,Payne.Ringling,1711.06417140775,146315.792703061
2481,EDGE,,,,Yes, ,0,832.53108307,0.98,{1EF49120-F08C-409F-98C6-5D183D3DD418},2020/02/07 21:12:12+00,Payne.Ringling,832.531390832229,42602.793991708
2482,UN,,,, , ,0,1745.93904005,3.45,{D8E5525B-C7B2-43EE-898C-4585E2DAE82F},2020/02/07 21:12:12+00,Payne.Ringling,1745.93931688157,150323.819581767
2483,SF-LOW,,,, , ,0,3171.90025268,7.91,{EF8CCE99-F3F7-4A95-BBA0-F9D1F10D58EB},2020/02/07 21:12:12+00,Payne.Ringling,3171.90127714926,344617.090392075
2484,EDGE,,,,Yes, ,0,868.64231854,0.99,{ADB7F7E4-86B4-467A-8DAB-0B8392450C7C},2020/02/07 21:12:12+00,Payne.Ringling,868.642257747168,42937.2865633918
2485,EDGE,,,,Yes, ,0,506.75206944,0.35,{030DB1C3-73C0-4656-91E2-A33087DE2E4D},2020/02/07 21:12:12+00,Payne.Ringling,506.75202784168,15337.6137845132
2486,EDGE,,,,Yes, ,0,706.76487071,0.7,{BACC3727-FECF-437D-9F47-D87924112FAE},2020/02/07 21:12:12+00,Payne.Ringling,706.76506099768,30675.6548402159
2487,EDGE,,,,Yes, ,0,554.31544048,0.43,{AEB11106-216D-4CE5-96D0-C327218B1249},2020/02/07 21:12:12+00,Payne.Ringling,554.315008727312,18728.9067570152
2488,UN,,,, , ,0,1354.63073108,1.9,{C23D9FC8-67FA-488C-90DE-365576557472},2020/02/07 21:12:12+00,Payne.Ringling,1354.63055021224,82891.6026157985
2489,UN,,,, , ,0,1526.19324782,2.13,{CAA397CF-0F85-445B-B0D8-D6778C8C85A8},2020/02/07 21:12:12+00,Payne.Ringling,1526.19266198346,92975.6200775773
2490,MF-MOD,,,, , ,0,1702.72026632,3.5,{E2E915FA-1D1A-4869-9424-90A708FC798E},2020/02/07 21:12:12+00,Payne.Ringling,1702.72001434754,152480.969078268
2491,SF-LOW,,,, , ,0,1796.98786869,4.04,{9CEC93A5-661F-4F19-A228-06D8F3A234C6},2020/02/07 21:12:12+00,Payne.Ringling,1796.98698100391,176148.60350185
2492,SF-LOW,,,, , ,0,1796.89341091,4.04,{C2FB0E5F-6A12-4D2C-9C3F-07ED74EC2F6A},2020/02/07 21:12:12+00,Payne.Ringling,1796.89244178136,176143.247679236
2493,SF-LOW,,,, , ,0,1796.89345893,4.04,{E33CD3B8-A7E3-4DAF-A695-572BF052FC9F},2020/02/07 21:12:12+00,Payne.Ringling,1796.89281913098,176117.553869184
2494,SF-LOW,,,, , ,0,1802.01710753,4.06,{FF7D40B9-FFA8-4766-9139-A4BE83EDD819},2020/02/07 21:12:12+00,Payne.Ringling,1802.01645700759,176873.471839306
2495,SF-LOW,,,, , ,0,1803.0181864,4.06,{B2C769D2-640C-468B-9986-7C264277A8B4},2020/02/07 21:12:12+00,Payne.Ringling,1803.01753391243,177000.797680023
2496,SF-LOW,,,, , ,0,1802.51823365,4.06,{D83BDF3D-9F2D-4826-8A9C-02EB46CF7B68},2020/02/07 21:12:12+00,Payne.Ringling,1802.51758211215,176960.836666943
2497,SF-LOW,,,, , ,0,1804.14158672,4.07,{54484EAB-41C2-4CFC-A65C-B3F1F185504C},2020/02/07 21:12:12+00,Payne.Ringling,1804.14125846495,177169.593675684
2498,EDGE,,,,Yes, ,0,1500.0625315,1.22,{1C28825B-8342-499E-9023-C8B86E6715AF},2020/02/07 21:12:12+00,Payne.Ringling,1500.06330418919,53079.8910384486
2499,EDGE,,,,Yes, ,0,1640,2.54,{9FF3EDF9-7C03-486D-BD9F-F559FAEB461F},2020/02/07 21:12:12+00,Payne.Ringling,1640.00000084192,110499.994351305
2500,EDGE,,,,Yes, ,0,1480.1562394,1.4,{78D050E0-9B6D-4500-87AA-68CD1FEB9BDF},2020/02/07 21:12:12+00,Payne.Ringling,1480.15587438793,61122.52458904
2501,UN,,,, , ,0,1051.95693647,1.58,{20651169-A9F1-4A69-9991-1A0414E85883},2020/02/07 21:12:12+00,Payne.Ringling,1051.9566050854,68989.3285831878
2502,EDGE,,,,Yes, ,0,955.95928687,1.3,{D2B92071-7214-4449-8CC2-FDCF9ACC561D},2020/02/07 21:12:12+00,Payne.Ringling,955.959192133269,56694.6348640183
2503,EDGE,,,,Yes, ,0,893.65607452,1.11,{9CE7A4E4-0A19-454F-8E32-D685F8F60F69},2020/02/07 21:12:12+00,Payne.Ringling,893.655986221903,48244.819549637
2504,UN,,,, , ,0,1766.60547319,3.76,{89C05A5B-FC62-4CF2-B11B-9D8B95E5BC4A},2020/02/07 21:12:12+00,Payne.Ringling,1766.60502915362,163708.826020679
